ip_block,owner
204.246.166.0/24,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
130.176.64.0/21,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.182.172.0/22,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
205.251.218.0/24,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
52.46.4.0/23,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
130.176.144.0/20,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.182.176.0/21,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
130.176.78.0/23,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.182.248.0/22,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
64.252.128.0/18,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.182.154.0/23,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
64.252.64.0/18,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.182.144.0/21,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.182.224.0/21,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
130.176.128.0/21,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
52.46.32.0/19,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
3.172.64.0/18,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
52.82.128.0/23,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
18.68.0.0/16,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.182.156.0/22,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.182.160.0/21,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.182.240.0/21,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
130.176.192.0/19,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
130.176.76.0/24,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
52.46.16.0/20,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.239.208.0/21,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.182.188.0/23,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
3.172.0.0/18,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
130.176.80.0/22,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
54.182.128.0/20,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
130.176.72.0/22,AWS - GLOBAL CLOUDFRONT_ORIGIN_FACING
13.124.199.0/24,AWS - ap-northeast-2 CLOUDFRONT_ORIGIN_FACING
3.29.57.0/26,AWS - me-central-1 CLOUDFRONT_ORIGIN_FACING
140.179.1.64/27,AWS - cn-north-1 CLOUD9
140.179.1.96/27,AWS - cn-north-1 CLOUD9
140.179.79.160/27,AWS - cn-north-1 CLOUD9
140.179.79.192/27,AWS - cn-north-1 CLOUD9
52.83.25.128/27,AWS - cn-northwest-1 CLOUD9
52.83.25.160/27,AWS - cn-northwest-1 CLOUD9
13.245.155.128/27,AWS - af-south-1 CLOUD9
13.245.155.224/27,AWS - af-south-1 CLOUD9
18.163.139.32/27,AWS - ap-east-1 CLOUD9
18.163.201.96/27,AWS - ap-east-1 CLOUD9
18.179.48.128/27,AWS - ap-northeast-1 CLOUD9
18.179.48.96/27,AWS - ap-northeast-1 CLOUD9
15.164.243.192/27,AWS - ap-northeast-2 CLOUD9
15.164.243.32/27,AWS - ap-northeast-2 CLOUD9
15.152.24.0/27,AWS - ap-northeast-3 CLOUD9
15.152.24.32/27,AWS - ap-northeast-3 CLOUD9
13.232.67.128/27,AWS - ap-south-1 CLOUD9
13.232.67.160/27,AWS - ap-south-1 CLOUD9
13.250.186.128/27,AWS - ap-southeast-1 CLOUD9
13.250.186.160/27,AWS - ap-southeast-1 CLOUD9
13.236.82.128/27,AWS - ap-southeast-2 CLOUD9
13.236.82.96/27,AWS - ap-southeast-2 CLOUD9
15.222.16.96/27,AWS - ca-central-1 CLOUD9
15.222.43.0/27,AWS - ca-central-1 CLOUD9
18.184.138.224/27,AWS - eu-central-1 CLOUD9
18.184.203.128/27,AWS - eu-central-1 CLOUD9
13.48.186.128/27,AWS - eu-north-1 CLOUD9
13.48.186.160/27,AWS - eu-north-1 CLOUD9
15.161.135.64/27,AWS - eu-south-1 CLOUD9
15.161.135.96/27,AWS - eu-south-1 CLOUD9
34.245.205.0/27,AWS - eu-west-1 CLOUD9
34.245.205.64/27,AWS - eu-west-1 CLOUD9
3.10.127.32/27,AWS - eu-west-2 CLOUD9
3.10.201.64/27,AWS - eu-west-2 CLOUD9
15.188.210.32/27,AWS - eu-west-3 CLOUD9
15.188.210.64/27,AWS - eu-west-3 CLOUD9
51.16.103.32/27,AWS - il-central-1 CLOUD9
51.16.183.64/27,AWS - il-central-1 CLOUD9
15.185.141.160/27,AWS - me-south-1 CLOUD9
15.185.91.32/27,AWS - me-south-1 CLOUD9
18.230.46.0/27,AWS - sa-east-1 CLOUD9
18.230.46.32/27,AWS - sa-east-1 CLOUD9
35.172.155.192/27,AWS - us-east-1 CLOUD9
35.172.155.96/27,AWS - us-east-1 CLOUD9
18.188.9.0/27,AWS - us-east-2 CLOUD9
18.188.9.32/27,AWS - us-east-2 CLOUD9
13.52.232.224/27,AWS - us-west-1 CLOUD9
18.144.158.0/27,AWS - us-west-1 CLOUD9
34.217.141.224/27,AWS - us-west-2 CLOUD9
34.218.119.32/27,AWS - us-west-2 CLOUD9
140.179.113.248/29,AWS - cn-north-1 CODEBUILD
52.80.198.136/29,AWS - cn-north-1 CODEBUILD
52.82.1.0/29,AWS - cn-northwest-1 CODEBUILD
69.234.197.72/29,AWS - cn-northwest-1 CODEBUILD
18.252.145.168/29,AWS - us-gov-east-1 CODEBUILD
18.252.4.16/29,AWS - us-gov-east-1 CODEBUILD
15.200.28.88/29,AWS - us-gov-west-1 CODEBUILD
52.61.40.104/29,AWS - us-gov-west-1 CODEBUILD
13.244.202.40/29,AWS - af-south-1 CODEBUILD
13.245.166.176/29,AWS - af-south-1 CODEBUILD
16.162.162.96/29,AWS - ap-east-1 CODEBUILD
13.112.191.184/29,AWS - ap-northeast-1 CODEBUILD
35.75.131.80/29,AWS - ap-northeast-1 CODEBUILD
13.124.145.16/29,AWS - ap-northeast-2 CODEBUILD
3.38.90.8/29,AWS - ap-northeast-2 CODEBUILD
15.152.24.128/29,AWS - ap-northeast-3 CODEBUILD
13.127.70.136/29,AWS - ap-south-1 CODEBUILD
3.109.72.152/29,AWS - ap-south-1 CODEBUILD
18.60.78.240/28,AWS - ap-south-2 CODEBUILD
13.213.75.224/29,AWS - ap-southeast-1 CODEBUILD
52.221.221.128/29,AWS - ap-southeast-1 CODEBUILD
13.55.255.216/29,AWS - ap-southeast-2 CODEBUILD
3.26.127.24/29,AWS - ap-southeast-2 CODEBUILD
108.137.114.0/28,AWS - ap-southeast-3 CODEBUILD
16.50.248.32/28,AWS - ap-southeast-4 CODEBUILD
3.98.171.224/29,AWS - ca-central-1 CODEBUILD
35.182.14.48/29,AWS - ca-central-1 CODEBUILD
3.68.251.232/29,AWS - eu-central-1 CODEBUILD
35.157.127.248/29,AWS - eu-central-1 CODEBUILD
16.62.188.224/28,AWS - eu-central-2 CODEBUILD
13.48.4.192/29,AWS - eu-north-1 CODEBUILD
13.51.253.80/29,AWS - eu-north-1 CODEBUILD
15.160.55.112/29,AWS - eu-south-1 CODEBUILD
15.161.192.240/28,AWS - eu-south-1 CODEBUILD
18.100.209.192/28,AWS - eu-south-2 CODEBUILD
3.251.148.120/29,AWS - eu-west-1 CODEBUILD
34.250.63.248/29,AWS - eu-west-1 CODEBUILD
18.169.230.200/29,AWS - eu-west-2 CODEBUILD
35.176.92.32/29,AWS - eu-west-2 CODEBUILD
13.36.84.112/29,AWS - eu-west-3 CODEBUILD
52.47.73.72/29,AWS - eu-west-3 CODEBUILD
51.16.103.16/28,AWS - il-central-1 CODEBUILD
3.28.255.80/28,AWS - me-central-1 CODEBUILD
15.184.184.96/29,AWS - me-south-1 CODEBUILD
15.228.126.200/29,AWS - sa-east-1 CODEBUILD
18.231.194.8/29,AWS - sa-east-1 CODEBUILD
34.228.4.208/28,AWS - us-east-1 CODEBUILD
44.192.245.160/28,AWS - us-east-1 CODEBUILD
44.192.255.128/28,AWS - us-east-1 CODEBUILD
3.143.206.104/29,AWS - us-east-2 CODEBUILD
52.15.247.208/29,AWS - us-east-2 CODEBUILD
13.56.32.200/29,AWS - us-west-1 CODEBUILD
3.101.177.48/29,AWS - us-west-1 CODEBUILD
35.82.136.192/29,AWS - us-west-2 CODEBUILD
35.83.248.40/29,AWS - us-west-2 CODEBUILD
44.242.161.24/29,AWS - us-west-2 CODEBUILD
52.43.76.88/29,AWS - us-west-2 CODEBUILD
140.179.144.128/25,AWS - cn-north-1 API_GATEWAY
140.179.176.0/23,AWS - cn-north-1 API_GATEWAY
52.81.135.128/25,AWS - cn-north-1 API_GATEWAY
52.81.137.0/24,AWS - cn-north-1 API_GATEWAY
52.81.216.0/23,AWS - cn-north-1 API_GATEWAY
161.189.148.0/23,AWS - cn-northwest-1 API_GATEWAY
52.82.127.0/24,AWS - cn-northwest-1 API_GATEWAY
69.230.219.0/24,AWS - cn-northwest-1 API_GATEWAY
69.235.170.0/23,AWS - cn-northwest-1 API_GATEWAY
18.252.56.0/23,AWS - us-gov-east-1 API_GATEWAY
18.253.186.0/24,AWS - us-gov-east-1 API_GATEWAY
18.254.68.0/23,AWS - us-gov-east-1 API_GATEWAY
15.200.141.0/25,AWS - us-gov-west-1 API_GATEWAY
15.205.82.0/23,AWS - us-gov-west-1 API_GATEWAY
15.205.84.0/23,AWS - us-gov-west-1 API_GATEWAY
160.1.128.0/24,AWS - us-gov-west-1 API_GATEWAY
3.30.204.0/24,AWS - us-gov-west-1 API_GATEWAY
13.244.132.0/23,AWS - af-south-1 API_GATEWAY
13.246.70.0/23,AWS - af-south-1 API_GATEWAY
16.162.52.0/24,AWS - ap-east-1 API_GATEWAY
16.163.196.0/22,AWS - ap-east-1 API_GATEWAY
16.163.206.0/23,AWS - ap-east-1 API_GATEWAY
18.162.189.0/24,AWS - ap-east-1 API_GATEWAY
18.163.204.0/23,AWS - ap-east-1 API_GATEWAY
18.180.88.0/23,AWS - ap-northeast-1 API_GATEWAY
3.112.162.0/23,AWS - ap-northeast-1 API_GATEWAY
3.112.96.160/27,AWS - ap-northeast-1 API_GATEWAY
35.73.115.128/25,AWS - ap-northeast-1 API_GATEWAY
35.75.130.0/24,AWS - ap-northeast-1 API_GATEWAY
35.75.131.0/26,AWS - ap-northeast-1 API_GATEWAY
35.77.112.0/22,AWS - ap-northeast-1 API_GATEWAY
35.77.124.0/23,AWS - ap-northeast-1 API_GATEWAY
15.164.156.0/23,AWS - ap-northeast-2 API_GATEWAY
15.165.224.0/23,AWS - ap-northeast-2 API_GATEWAY
3.38.229.0/25,AWS - ap-northeast-2 API_GATEWAY
3.38.248.0/23,AWS - ap-northeast-2 API_GATEWAY
3.39.113.0/24,AWS - ap-northeast-2 API_GATEWAY
3.39.114.0/23,AWS - ap-northeast-2 API_GATEWAY
3.39.116.0/26,AWS - ap-northeast-2 API_GATEWAY
3.39.82.128/25,AWS - ap-northeast-2 API_GATEWAY
13.208.180.0/24,AWS - ap-northeast-3 API_GATEWAY
13.208.194.0/23,AWS - ap-northeast-3 API_GATEWAY
15.152.10.0/24,AWS - ap-northeast-3 API_GATEWAY
15.152.174.0/23,AWS - ap-northeast-3 API_GATEWAY
15.152.176.0/22,AWS - ap-northeast-3 API_GATEWAY
13.200.140.0/23,AWS - ap-south-1 API_GATEWAY
13.235.228.0/24,AWS - ap-south-1 API_GATEWAY
13.235.6.0/23,AWS - ap-south-1 API_GATEWAY
3.109.72.0/25,AWS - ap-south-1 API_GATEWAY
3.111.110.0/23,AWS - ap-south-1 API_GATEWAY
3.111.251.0/24,AWS - ap-south-1 API_GATEWAY
3.111.90.0/23,AWS - ap-south-1 API_GATEWAY
3.7.10.0/23,AWS - ap-south-1 API_GATEWAY
18.60.65.0/24,AWS - ap-south-2 API_GATEWAY
18.61.189.0/24,AWS - ap-south-2 API_GATEWAY
18.61.26.0/25,AWS - ap-south-2 API_GATEWAY
18.61.26.128/25,AWS - ap-south-2 API_GATEWAY
13.214.224.0/23,AWS - ap-southeast-1 API_GATEWAY
13.214.228.0/22,AWS - ap-southeast-1 API_GATEWAY
13.215.92.0/24,AWS - ap-southeast-1 API_GATEWAY
13.215.93.0/25,AWS - ap-southeast-1 API_GATEWAY
13.215.93.128/26,AWS - ap-southeast-1 API_GATEWAY
18.138.134.128/25,AWS - ap-southeast-1 API_GATEWAY
18.138.244.0/23,AWS - ap-southeast-1 API_GATEWAY
18.141.148.128/25,AWS - ap-southeast-1 API_GATEWAY
18.141.150.0/23,AWS - ap-southeast-1 API_GATEWAY
3.105.172.0/22,AWS - ap-southeast-2 API_GATEWAY
3.25.37.128/25,AWS - ap-southeast-2 API_GATEWAY
3.25.38.0/23,AWS - ap-southeast-2 API_GATEWAY
3.25.40.0/24,AWS - ap-southeast-2 API_GATEWAY
3.26.138.0/23,AWS - ap-southeast-2 API_GATEWAY
3.26.246.0/23,AWS - ap-southeast-2 API_GATEWAY
3.26.248.0/22,AWS - ap-southeast-2 API_GATEWAY
108.136.170.0/23,AWS - ap-southeast-3 API_GATEWAY
108.137.25.0/24,AWS - ap-southeast-3 API_GATEWAY
108.137.26.0/24,AWS - ap-southeast-3 API_GATEWAY
16.50.184.0/23,AWS - ap-southeast-4 API_GATEWAY
16.50.66.0/24,AWS - ap-southeast-4 API_GATEWAY
43.216.39.0/24,AWS - ap-southeast-5 API_GATEWAY
43.208.28.0/24,AWS - ap-southeast-7 API_GATEWAY
15.223.52.0/23,AWS - ca-central-1 API_GATEWAY
3.97.49.128/25,AWS - ca-central-1 API_GATEWAY
3.98.86.0/23,AWS - ca-central-1 API_GATEWAY
3.99.194.0/23,AWS - ca-central-1 API_GATEWAY
3.99.196.0/22,AWS - ca-central-1 API_GATEWAY
99.79.126.0/24,AWS - ca-central-1 API_GATEWAY
40.176.65.0/24,AWS - ca-west-1 API_GATEWAY
18.153.168.0/23,AWS - eu-central-1 API_GATEWAY
3.123.14.0/24,AWS - eu-central-1 API_GATEWAY
3.123.15.0/25,AWS - eu-central-1 API_GATEWAY
3.127.74.0/23,AWS - eu-central-1 API_GATEWAY
3.66.172.0/24,AWS - eu-central-1 API_GATEWAY
3.70.195.128/25,AWS - eu-central-1 API_GATEWAY
3.70.195.64/26,AWS - eu-central-1 API_GATEWAY
3.70.211.0/25,AWS - eu-central-1 API_GATEWAY
3.71.104.0/24,AWS - eu-central-1 API_GATEWAY
3.71.120.0/22,AWS - eu-central-1 API_GATEWAY
3.72.168.0/24,AWS - eu-central-1 API_GATEWAY
3.72.33.128/25,AWS - eu-central-1 API_GATEWAY
16.62.248.128/25,AWS - eu-central-2 API_GATEWAY
16.62.51.0/24,AWS - eu-central-2 API_GATEWAY
16.63.20.0/25,AWS - eu-central-2 API_GATEWAY
13.48.74.0/24,AWS - eu-north-1 API_GATEWAY
13.49.42.0/23,AWS - eu-north-1 API_GATEWAY
13.51.120.0/24,AWS - eu-north-1 API_GATEWAY
16.16.2.0/23,AWS - eu-north-1 API_GATEWAY
16.171.48.0/22,AWS - eu-north-1 API_GATEWAY
15.161.140.0/23,AWS - eu-south-1 API_GATEWAY
18.102.2.0/23,AWS - eu-south-1 API_GATEWAY
18.100.66.0/23,AWS - eu-south-2 API_GATEWAY
108.128.160.0/23,AWS - eu-west-1 API_GATEWAY
108.128.162.0/24,AWS - eu-west-1 API_GATEWAY
3.248.245.0/24,AWS - eu-west-1 API_GATEWAY
3.248.246.0/23,AWS - eu-west-1 API_GATEWAY
3.251.56.0/24,AWS - eu-west-1 API_GATEWAY
3.251.62.128/25,AWS - eu-west-1 API_GATEWAY
3.251.94.0/24,AWS - eu-west-1 API_GATEWAY
3.253.134.0/23,AWS - eu-west-1 API_GATEWAY
3.253.148.0/22,AWS - eu-west-1 API_GATEWAY
3.253.174.0/23,AWS - eu-west-1 API_GATEWAY
3.253.184.0/22,AWS - eu-west-1 API_GATEWAY
3.253.188.0/24,AWS - eu-west-1 API_GATEWAY
3.255.16.0/22,AWS - eu-west-1 API_GATEWAY
13.40.202.0/23,AWS - eu-west-2 API_GATEWAY
13.40.204.0/22,AWS - eu-west-2 API_GATEWAY
18.168.133.0/24,AWS - eu-west-2 API_GATEWAY
3.10.17.0/25,AWS - eu-west-2 API_GATEWAY
3.9.94.0/24,AWS - eu-west-2 API_GATEWAY
35.179.42.0/23,AWS - eu-west-2 API_GATEWAY
13.36.155.0/24,AWS - eu-west-3 API_GATEWAY
13.38.132.0/22,AWS - eu-west-3 API_GATEWAY
13.38.140.0/23,AWS - eu-west-3 API_GATEWAY
15.236.80.0/23,AWS - eu-west-3 API_GATEWAY
35.181.128.0/24,AWS - eu-west-3 API_GATEWAY
51.16.149.0/24,AWS - il-central-1 API_GATEWAY
51.16.150.0/24,AWS - il-central-1 API_GATEWAY
3.28.64.0/24,AWS - me-central-1 API_GATEWAY
3.29.89.0/24,AWS - me-central-1 API_GATEWAY
51.112.20.0/23,AWS - me-central-1 API_GATEWAY
15.185.144.0/23,AWS - me-south-1 API_GATEWAY
157.175.140.0/23,AWS - me-south-1 API_GATEWAY
157.175.255.0/24,AWS - me-south-1 API_GATEWAY
157.241.2.0/23,AWS - me-south-1 API_GATEWAY
157.241.25.0/24,AWS - me-south-1 API_GATEWAY
78.12.16.0/24,AWS - mx-central-1 API_GATEWAY
15.228.129.0/24,AWS - sa-east-1 API_GATEWAY
15.228.144.0/24,AWS - sa-east-1 API_GATEWAY
15.228.151.0/24,AWS - sa-east-1 API_GATEWAY
15.228.72.64/26,AWS - sa-east-1 API_GATEWAY
15.228.97.0/24,AWS - sa-east-1 API_GATEWAY
15.229.36.0/23,AWS - sa-east-1 API_GATEWAY
15.229.40.0/23,AWS - sa-east-1 API_GATEWAY
18.229.100.0/26,AWS - sa-east-1 API_GATEWAY
18.229.99.0/24,AWS - sa-east-1 API_GATEWAY
18.230.54.0/23,AWS - sa-east-1 API_GATEWAY
3.216.135.0/24,AWS - us-east-1 API_GATEWAY
3.216.136.0/21,AWS - us-east-1 API_GATEWAY
3.216.144.0/23,AWS - us-east-1 API_GATEWAY
3.216.148.0/22,AWS - us-east-1 API_GATEWAY
3.235.26.0/23,AWS - us-east-1 API_GATEWAY
3.235.32.0/21,AWS - us-east-1 API_GATEWAY
3.238.166.0/24,AWS - us-east-1 API_GATEWAY
3.238.212.0/22,AWS - us-east-1 API_GATEWAY
44.206.4.0/22,AWS - us-east-1 API_GATEWAY
44.210.64.0/22,AWS - us-east-1 API_GATEWAY
44.212.176.0/23,AWS - us-east-1 API_GATEWAY
44.212.178.0/23,AWS - us-east-1 API_GATEWAY
44.212.180.0/23,AWS - us-east-1 API_GATEWAY
44.212.182.0/23,AWS - us-east-1 API_GATEWAY
44.218.96.0/23,AWS - us-east-1 API_GATEWAY
44.220.28.0/22,AWS - us-east-1 API_GATEWAY
3.12.216.0/22,AWS - us-east-2 API_GATEWAY
3.144.141.192/26,AWS - us-east-2 API_GATEWAY
3.145.220.0/22,AWS - us-east-2 API_GATEWAY
3.145.230.0/24,AWS - us-east-2 API_GATEWAY
3.145.31.0/26,AWS - us-east-2 API_GATEWAY
3.146.44.0/23,AWS - us-east-2 API_GATEWAY
3.15.35.0/24,AWS - us-east-2 API_GATEWAY
3.15.36.0/26,AWS - us-east-2 API_GATEWAY
3.21.86.0/23,AWS - us-east-2 API_GATEWAY
13.52.201.0/24,AWS - us-west-1 API_GATEWAY
13.52.202.0/24,AWS - us-west-1 API_GATEWAY
18.144.184.0/23,AWS - us-west-1 API_GATEWAY
18.144.76.128/25,AWS - us-west-1 API_GATEWAY
3.101.100.128/25,AWS - us-west-1 API_GATEWAY
3.101.157.128/25,AWS - us-west-1 API_GATEWAY
3.101.176.0/24,AWS - us-west-1 API_GATEWAY
3.101.200.0/24,AWS - us-west-1 API_GATEWAY
3.101.201.128/25,AWS - us-west-1 API_GATEWAY
3.101.202.0/23,AWS - us-west-1 API_GATEWAY
3.101.208.0/24,AWS - us-west-1 API_GATEWAY
3.101.209.0/26,AWS - us-west-1 API_GATEWAY
18.246.176.0/24,AWS - us-west-2 API_GATEWAY
18.246.178.0/23,AWS - us-west-2 API_GATEWAY
18.246.181.0/24,AWS - us-west-2 API_GATEWAY
18.246.182.0/23,AWS - us-west-2 API_GATEWAY
18.246.184.0/23,AWS - us-west-2 API_GATEWAY
34.223.68.0/22,AWS - us-west-2 API_GATEWAY
34.223.72.0/23,AWS - us-west-2 API_GATEWAY
34.223.74.0/25,AWS - us-west-2 API_GATEWAY
35.90.132.0/23,AWS - us-west-2 API_GATEWAY
35.92.26.0/24,AWS - us-west-2 API_GATEWAY
35.93.124.0/22,AWS - us-west-2 API_GATEWAY
35.94.72.0/22,AWS - us-west-2 API_GATEWAY
44.233.54.0/23,AWS - us-west-2 API_GATEWAY
44.234.28.0/22,AWS - us-west-2 API_GATEWAY
140.179.36.16/29,AWS - cn-north-1 ROUTE53_RESOLVER
140.179.36.32/27,AWS - cn-north-1 ROUTE53_RESOLVER
140.179.36.64/27,AWS - cn-north-1 ROUTE53_RESOLVER
140.179.57.0/24,AWS - cn-north-1 ROUTE53_RESOLVER
140.179.58.0/26,AWS - cn-north-1 ROUTE53_RESOLVER
140.179.59.0/24,AWS - cn-north-1 ROUTE53_RESOLVER
140.179.79.64/26,AWS - cn-north-1 ROUTE53_RESOLVER
52.80.51.200/29,AWS - cn-north-1 ROUTE53_RESOLVER
52.80.51.208/29,AWS - cn-north-1 ROUTE53_RESOLVER
52.80.51.216/29,AWS - cn-north-1 ROUTE53_RESOLVER
52.80.51.224/29,AWS - cn-north-1 ROUTE53_RESOLVER
52.80.51.240/29,AWS - cn-north-1 ROUTE53_RESOLVER
52.80.51.248/29,AWS - cn-north-1 ROUTE53_RESOLVER
52.81.113.32/27,AWS - cn-north-1 ROUTE53_RESOLVER
52.81.113.64/27,AWS - cn-north-1 ROUTE53_RESOLVER
52.81.113.96/27,AWS - cn-north-1 ROUTE53_RESOLVER
52.81.151.0/27,AWS - cn-north-1 ROUTE53_RESOLVER
161.189.23.0/27,AWS - cn-northwest-1 ROUTE53_RESOLVER
161.189.23.32/27,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.26.192/27,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.26.224/27,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.33.104/29,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.33.112/29,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.33.72/29,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.33.80/29,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.33.88/29,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.33.96/29,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.34.72/29,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.34.80/29,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.34.88/29,AWS - cn-northwest-1 ROUTE53_RESOLVER
52.83.34.96/27,AWS - cn-northwest-1 ROUTE53_RESOLVER
68.79.2.64/27,AWS - cn-northwest-1 ROUTE53_RESOLVER
69.230.226.0/24,AWS - cn-northwest-1 ROUTE53_RESOLVER
69.230.227.0/24,AWS - cn-northwest-1 ROUTE53_RESOLVER
69.230.228.0/24,AWS - cn-northwest-1 ROUTE53_RESOLVER
18.252.144.0/25,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.252.144.128/25,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.252.145.0/25,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.252.4.64/28,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.252.4.80/28,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.252.4.96/28,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.0/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.16/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.24/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.32/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.40/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.48/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.56/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.64/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.72/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.8/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.80/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.138.88/29,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.204.0/27,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.204.32/27,AWS - us-gov-east-1 ROUTE53_RESOLVER
18.253.204.64/27,AWS - us-gov-east-1 ROUTE53_RESOLVER
15.200.141.128/25,AWS - us-gov-west-1 ROUTE53_RESOLVER
15.200.176.0/25,AWS - us-gov-west-1 ROUTE53_RESOLVER
15.200.27.96/27,AWS - us-gov-west-1 ROUTE53_RESOLVER
15.200.28.0/27,AWS - us-gov-west-1 ROUTE53_RESOLVER
15.200.28.32/27,AWS - us-gov-west-1 ROUTE53_RESOLVER
3.32.190.128/27,AWS - us-gov-west-1 ROUTE53_RESOLVER
3.32.190.160/27,AWS - us-gov-west-1 ROUTE53_RESOLVER
3.32.249.128/25,AWS - us-gov-west-1 ROUTE53_RESOLVER
3.32.43.160/27,AWS - us-gov-west-1 ROUTE53_RESOLVER
52.61.40.16/28,AWS - us-gov-west-1 ROUTE53_RESOLVER
52.61.40.32/28,AWS - us-gov-west-1 ROUTE53_RESOLVER
52.61.40.48/29,AWS - us-gov-west-1 ROUTE53_RESOLVER
52.61.40.56/29,AWS - us-gov-west-1 ROUTE53_RESOLVER
52.61.40.64/29,AWS - us-gov-west-1 ROUTE53_RESOLVER
52.61.40.72/29,AWS - us-gov-west-1 ROUTE53_RESOLVER
52.61.40.80/29,AWS - us-gov-west-1 ROUTE53_RESOLVER
13.244.244.192/27,AWS - af-south-1 ROUTE53_RESOLVER
13.244.244.224/27,AWS - af-south-1 ROUTE53_RESOLVER
13.244.33.0/26,AWS - af-south-1 ROUTE53_RESOLVER
13.244.33.128/26,AWS - af-south-1 ROUTE53_RESOLVER
13.244.33.64/26,AWS - af-south-1 ROUTE53_RESOLVER
13.245.1.32/27,AWS - af-south-1 ROUTE53_RESOLVER
13.245.112.0/24,AWS - af-south-1 ROUTE53_RESOLVER
13.245.113.0/24,AWS - af-south-1 ROUTE53_RESOLVER
13.245.114.0/24,AWS - af-south-1 ROUTE53_RESOLVER
18.162.127.0/27,AWS - ap-east-1 ROUTE53_RESOLVER
18.162.127.32/27,AWS - ap-east-1 ROUTE53_RESOLVER
18.162.127.64/27,AWS - ap-east-1 ROUTE53_RESOLVER
18.162.221.128/27,AWS - ap-east-1 ROUTE53_RESOLVER
18.162.221.160/27,AWS - ap-east-1 ROUTE53_RESOLVER
18.162.221.192/27,AWS - ap-east-1 ROUTE53_RESOLVER
18.166.237.128/27,AWS - ap-east-1 ROUTE53_RESOLVER
18.166.237.64/27,AWS - ap-east-1 ROUTE53_RESOLVER
18.166.237.96/27,AWS - ap-east-1 ROUTE53_RESOLVER
18.167.111.0/24,AWS - ap-east-1 ROUTE53_RESOLVER
18.167.112.0/24,AWS - ap-east-1 ROUTE53_RESOLVER
